ID,Species,Organization,Type,Source,No_Media
ku:kuh:181402,Lynchius nebulanastes,KUBI Herpetology Collection,Biological Specimen,iDigBio,2
mcz:herp:a-139853,Xenopus lenduensis,MCZ Herpetology,Biological Specimen,iDigBio,1
cas:sua:11446,Edalorhina perezi,CAS Herpetology (HERP),Biological Specimen,iDigBio,4
uf:herp:53492,Pseudacris nigrita,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
cas:herp:183824,Hyperolius parkeri,CAS Herpetology (HERP),Biological Specimen,iDigBio,2
ku:kuh:341253,Cornufer guppyi,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:239919,Dendrophryniscus brevipollicatus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cm:herps:45975,Hylodes asper,CM Herps Collection,Biological Specimen,iDigBio,2
mcz:A:108657,Brachycephalus ephippium,MCZ Herpetology,Biological Specimen,User Created,0
UCM:Amphibian and reptile specimens:UCM:Herp:66187,Smilisca fodiens,UCM Herpetology Collection,Biological Specimen,iDigBio,1
USNM:Amphibians & Reptiles:586870,Phrynoidis asper,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uta:uta-a:64265,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
uf:herp:43165,Hylomantis buckleyi,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:315789,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:134775,Hylarana malabarica,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:140244,Bufo lughensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
ku:kuh:311718,Gracixalus gracilipes,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
mcz:herp:a-148034,Xenopus parafraseri,MCZ Herpetology,Biological Specimen,iDigBio,1
ku:kuh:328243,Philautus parvulus,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
uf:herp:16343,Leptodactylus poecilochilus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
cas:herp:145354,Paracassina obscura,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
cm:herps:2662,Crossodactylus trachystomus,CM Herps Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:254716,Bufo scaber,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:68372,Chaperina fusca,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
mcz:A:108660,Brachycephalus ephippium,MCZ Herpetology,Biological Specimen,User Created,0
UCM:Amphibian and reptile specimens:UCM:Herp:66446,Hypopachus variolosus,UCM Herpetology Collection,Biological Specimen,iDigBio,1
UF:Herp:187273,Phrynomantis annectens,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uta:uta-a:64266,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
uf:herp:43240,Dendropsophus marmoratus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:27951,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:172774,Fejervarya brevipalmata,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:131250,Bufo lughensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
ku:kuh:87090,Ptychohyla acrochorda,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
mcz:herp:a-14616,Xenopus laevis,MCZ Herpetology,Biological Specimen,iDigBio,0
uf:herp:103788,Leptodactylus pentadactylus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,2
uf:herp:92094,Pyxicephalus adspersus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,2
cas:herp:250387,Mantella baroni,CAS Herpetology (HERP),Biological Specimen,iDigBio,4
cm:herps:68338,Cycloramphus asper,CM Herps Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:254718,Bufo scaber,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:53657,Hypopachus variolosus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
mcz:A:108670,Brachycephalus ephippium,MCZ Herpetology,Biological Specimen,User Created,0
UCM:Amphibian and reptile specimens:UCM:Herp:66874,Spea multiplicata,UCM Herpetology Collection,Biological Specimen,iDigBio,1
UF:Herp:104034,Phrynopus thompsoni,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uta:uta-a:64267,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
uf:herp:108330,Ptychohyla erythromma,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:27948,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:176360,Humerana miopus,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:140252,Bufo lughensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
ku:kuh:181306,Lynchius parkeri,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
cas:herp:262729,Poyntonophrynus pachnodes,CAS Herpetology (HERP),Biological Specimen,User Created,1
mcz:herp:a-98781,Capensibufo tradouwi,MCZ Herpetology,Biological Specimen,iDigBio,1
uf:herp:103912,Leptodactylus poecilochilus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:253436,Rana milleti,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:162676,Didynamipus sjostedti,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:266836,Bufo stomaticus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:76683,Uperodon systoma,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uf:herp:65801,Gastrotheca peruana,FLMNH Division of Herpetology,Biological Specimen,iDigBio,5
UCM:Amphibian and reptile specimens:UCM:Herp:27610,Leptodactylus fragilis,UCM Herpetology Collection,Biological Specimen,iDigBio,1
CAS:HERP:257760,Phyllomedusa bicolor,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
uta:uta-a:64268,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
uf:herp:184639,Acris gryllus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:27429,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:213700,Tachycnemis seychellensis,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:140253,Bufo lughensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
ku:kuh:217288,Ptychohyla sanctaecrucis,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
cas:herp:262730,Poyntonophrynus pachnodes,CAS Herpetology (HERP),Biological Specimen,User Created,1
cas:herp:201363,Xenopus wittei,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
uf:herp:103921,Leptodactylus validus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:263450,Leptolalax pelodytoides,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:sua:23509,Fejervarya limnocharis,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:579882,Epidalea calamita,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:27887,Callixalus pictus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
uf:herp:63888,Brachytarsophrys carinensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
UCM:Amphibian and reptile specimens:UCM:Herp:48314,Exerodonta melanomma,UCM Herpetology Collection,Biological Specimen,iDigBio,1
MCZ:Herp:A-120467,Plethodontohyla alluaudi,UF Nanoscale Research Facility,Biological Specimen,iDigBio,1
uta:uta-a:64270,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
uf:herp:108535,Isthmohyla lancasteri,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:141603,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:216141,Pelobates cultripes,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:130098,Bufo lughensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
lacm:herps:53123,Glandirana rugosa,LACM Herpetology,Biological Specimen,iDigBio,1
cas:herp:262731,Poyntonophrynus grandisonae,CAS Herpetology (HERP),Biological Specimen,User Created,1
cas:herp:230112,Xenopus tropicalis,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:109158,Nyctimystes daymani,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
fmnh:amphibians and reptiles:273699,Leptobrachella mjobergi,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
ku:kuh:116353,Hemiphractus panamensis,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:579890,Epidalea calamita,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:27884,Chrysobatrachus cupreonitens,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
uf:herp:61841,Leptobrachium hasseltii,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UCM:Amphibian and reptile specimens:UCM:Herp:24459,Hyla walkeri,UCM Herpetology Collection,Biological Specimen,iDigBio,1
MCZ:Herp:A-120691,Scaphiophryne calcarata,UF Nanoscale Research Facility,Biological Specimen,iDigBio,1
uta:uta-a:64272,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
ku:kuh:57865,Exerodonta sumichrasti,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:27423,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:223107,Megophrys edwardinae,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
mcp:641,Melanophryniscus atroluteus,Coleção de Anfíbios,Biological Specimen,User Created,1
lacm:herps:183357,Bufo periglenes,LACM Herpetology,Biological Specimen,iDigBio,1
cas:herp:262732,Poyntonophrynus grandisonae,CAS Herpetology (HERP),Biological Specimen,User Created,1
cas:herp:22814,Limnonectes namiyei,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
uf:herp:168918,Leptodactylus melanonotus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
ku:kuh:173049,Mantidactylus curtus,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
ku:kuh:200261,Hemiphractus fasciatus,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:498198,Incilius campbelli,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:28288,Kassina senegalensis,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
uf:herp:30578,Centrolene buckleyi,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
UCM:Amphibian and reptile specimens:UCM:Herp:22159,Dendropsophus ebraccatus,UCM Herpetology Collection,Biological Specimen,iDigBio,1
USNM:Amphibians & Reptiles:137662,Scythrophrys sawayae,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uta:uta-a:64271,Craugastor mexicanus,UTA Herpetology,Biological Specimen,User Created,2
uf:herp:108693,Plectrohyla bistincta,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
usnm:amphibians & reptiles:141600,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:28065,Eleutherodactylus galdi,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
mcp:7505,Melanophryniscus pachyrhynus,Coleção de Anfíbios,Biological Specimen,User Created,1
lacm:herps:157964,Bufo periglenes,LACM Herpetology,Biological Specimen,iDigBio,1
mcz:herp:a-16335,Bufo parkeri,MCZ Herpetology,Biological Specimen,iDigBio,0
cas:herp:243121,Glyphoglossus molossus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:169108,Leptodactylus melanonotus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
amnh:herpetology:a-60059,Barygenys exsul,AMNH Herpetology Collections,Biological Specimen,iDigBio,2
cas:herp:122206,Hemiphractus fasciatus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:498200,Incilius campbelli,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:103920,Leptodactylus validus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,1
uf:herp:137267,Cochranella granulosa,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
USNM:Amphibians & Reptiles:200277,Ptychadena taenioscelis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,2
KU:KUH:92270,Phasmahyla guttata,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
uta:uta-a:64283,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
kiz:h:034602,Nanorana parkeri,Kunming Institute of Zoology,Biological Specimen,User Created,1
usnm:amphibians & reptiles:141598,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:80617,Hemisus wittei,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
mcz:herp:a-32777,Lepidobatrachus asper,MCZ Herpetology,Biological Specimen,iDigBio,1
lacm:herps:149871,Hyla uranochroa,LACM Herpetology,Biological Specimen,iDigBio,1
cas:sua:21848,Gastrotheca pseustes,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
cas:herp:199307,Phrynobatrachus africanus,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
mvz:amphibian and reptile specimens:mvz:herp:111742,Hylarana signata,Museum of Vertebrate Zoology (MVZ) Herp Collection (Arctos),Biological Specimen,iDigBio,1
amnh:herpetology:a-130523,Austrochaperina brevipes,AMNH Herpetology Collections,Biological Specimen,iDigBio,1
cas:herp:122210,Hemiphractus proboscideus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:116019,Incilius canaliferus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:herp:250950,Cardioglossa cyaneospila,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:21949,Eleutherodactylus dimidiatus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
ucrc:PV96,Anura indet.,University of Chicago Research Collection (UCRC),Biological Specimen,User Created,0
KU:KUH:123221,Teratohyla midas,KUBI Herpetology Collection,Biological Specimen,iDigBio,1
uta:uta-a:64284,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,1
kiz:h:034595,Nanorana parkeri,Kunming Institute of Zoology,Biological Specimen,User Created,1
usnm:amphibians & reptiles:315802,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:273682,Leptolalax gracilis,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
cas:herp:130096,Bufo lughensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,0
lacm:herps:41781,Philoria frosti,LACM Herpetology,Biological Specimen,iDigBio,1
uf:herp:184864,Poyntonophrynus dombensis,FLMNH Division of Herpetology,Biological Specimen,User Created,1
cas:herp:245061,Sphaenorhynchus lacteus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
mvz:amphibian and reptile specimens:mvz:herp:111719,Meristogenys jerboa,Museum of Vertebrate Zoology (MVZ) Herp Collection (Arctos),Biological Specimen,iDigBio,1
amnh:herpetology:a-78098,Asterophrys turpicola,AMNH Herpetology Collections,Biological Specimen,iDigBio,2
ku:kuh:93506,Hemiphractus kaylockae,KUBI Herpetology Collection,Biological Specimen,iDigBio,3
usnm:amphibians & reptiles:116005,Incilius canaliferus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
cas:herp:207285,Arthroleptis bivittatus,CAS Herpetology (HERP),Biological Specimen,iDigBio,3
uf:herp:140640,Hyalinobatrachium fleischmanni,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
USNM:Amphibians & Reptiles:167018,Centrolene geckoideum,NMNH Extant Specimen Records,Biological Specimen,iDigBio,2
AMNH:Herpetology:A-166441,Ctenophryne geayi,AMNH Herpetology Collections,Biological Specimen,iDigBio,1
uta:uta-a:64286,Craugastor mexicanus,UTA Herpetology,Biological Specimen,User Created,1
kiz:h:034612,Nanorana parkeri,Kunming Institute of Zoology,Biological Specimen,User Created,1
usnm:amphibians & reptiles:27426,Osteopilus septentrionalis,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
fmnh:amphibians and reptiles:35987,Prostherapis dunni,Field Museum of Natural History (Zoology) Amphibian and Reptile Collection,Biological Specimen,iDigBio,1
amnh:herpetology:a-158343,Xenopus fischbergi,AMNH Herpetology Collections,Biological Specimen,iDigBio,1
lacm:herps:170147,Craugastor escoces,LACM Herpetology,Biological Specimen,iDigBio,1
ku:kuh:138666,Gastrotheca ochoai,KUBI Herpetology Collection,Biological Specimen,iDigBio,0
cas:herp:247498,Nyctixalus pictus,CAS Herpetology (HERP),Biological Specimen,iDigBio,1
mvz:amphibian and reptile specimens:mvz:herp:146875,Ptychohyla leonhardschultzei,Museum of Vertebrate Zoology (MVZ) Herp Collection (Arctos),Biological Specimen,iDigBio,2
amnh:herpetology:a-65309,Callulops comptus,AMNH Herpetology Collections,Biological Specimen,iDigBio,0
cas:herp:258533,Hemisus guineensis,CAS Herpetology (HERP),Biological Specimen,iDigBio,11
usnm:amphibians & reptiles:348058,Incilius coniferus,NMNH Extant Specimen Records,Biological Specimen,iDigBio,1
uf:herp:38612,Afrixalus orophilus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,4
uf:herp:56811,Eleutherodactylus glaphycompus,FLMNH Division of Herpetology,Biological Specimen,iDigBio,3
MCZ:Herp:A-116207,Rana spinosa,MCZ Herpetology,Biological Specimen,iDigBio,1
MCZ:Herp:A-4089,Elachistocleis ovalis,MCZ Herpetology,Biological Specimen,iDigBio,1
uta:uta-a:64288,Craugastor pygmaeus,UTA Herpetology,Biological Specimen,User Created,2
